reaction	linear_coefficient
EAR60x	[0.016269721763858075, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.014185911878230456, 0.023941259389245458]
EAR80x	[0.016269721763858075, 0.02705550994700421, 0.03294757294047079, 0.03968227562111614, 0.014185911878230456, 0.023941259389245458]
EDA	[0.022176286590291545, 0.04689324482677698, 0.03294757294047079, 0.0585157855818999, 0.017356935556755094, 0.034059754850688205]
EDD	[0.016269721763858075, 0.02705550994700421, 0.026079488078704683, 0.03968227562111614, 0.00920113678976335, 0.023941259389245458]
EDTXS1	[0.003077203447204306, 0.0034111752690916468, 0.002133118984077851, 0.005356891916341575, 0.002985130804659433, 0.0023870860373483276]
EDTXS2	[0.003077203447204306, 0.0034111752690916468, 0.002133118984077851, 0.005356891916341575, 0.002985130804659433, 0.0023870860373483276]
ENO	[0.0036358193620046105, 0.02705550994700421, 0.0054583269000662155, 0.03968227562111614, 0.002985130804659433, 0.023941259389245458]
ETHAtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
ETHSO3tex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
ETOHt2rpp	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
ETOHtex	[0.017983830872286406, 0.00529318786577868, 0.026079488078704683, 0.011337520014025066, 0.015058033763348199, 0.004490377531707971]
EX_15dap_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_1p3h5c_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_2ddglcn_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_34dhpac_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_3amp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_3cmp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_3hcinnm_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_3hpppn_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_3ump_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_4abut_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_4hoxpacd_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_5dglcn_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ac_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_acac_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_acgal_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_acgam_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_acgam1p_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_acmana_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_acmum_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_acser_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ade_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_agm_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_akg_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ala_B_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ala_D_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ala_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_alaala_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_all_D_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_alltn_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_amp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_anhgm_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_arab_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_arg_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ascb_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_asn_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_aso3_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_asp_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_but_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_butso3_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ca2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cd2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cgly_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_chol_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cit_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cl_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cmp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_co_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_co2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cobalt2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_colipa_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_crn_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_csn_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cu_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cu2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cyan_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cynt_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cys_D_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cys_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_cytd_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_damp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dca_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dcmp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ddca_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dgmp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dgsn_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dha_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dhap_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dimp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_din_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dms_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dmso_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dopa_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dtmp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_dump_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_e4hglu_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_enlipa_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_etha_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ethso3_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_etoh_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_f6p_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_fald_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_fe2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_fe3_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_for_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_fru_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_frulys_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_fruur_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_fuc_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_fum_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_g1p_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_g3pc_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_g3pe_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_g3pg_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_g3pi_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_g3ps_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_g6p_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gal_bD_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gal_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gal1p_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_galct_D_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_galctn_D_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_galctn_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_galt_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_galur_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gam_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gam6p_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gbbtn_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gdp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glc_D_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glcr_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glcur_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glcur1p_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gln_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glu_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gly_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glyald_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glyb_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glyc_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glyc_R_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glyc2p_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glyc3p_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_glyclt_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gmp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gsn_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gthox_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gthrd_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gtp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_gua_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_h_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_h2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_h2o_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_h2o2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_h2s_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_hdca_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_hdcea_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_Hg_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_hg2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_HgFe3_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_his_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_hom_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_hxa_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_hxan_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_idon_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ile_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_imp_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_indole_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_inost_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_isetac_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_k_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_lac_D_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_lac_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_LalaDgluMdap_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_LalaDgluMdapDala_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_lcts_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_leu_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_Lf_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_LfFe3_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_lipa_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_lys_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_lyx_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_mal_D_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_mal_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_malt_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_man_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_man6p_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_manglyc_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_melib_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_met_D_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_met_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_metsox_R_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_metsox_S_L_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_mg2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_mmet_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_mn2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_mnl_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_mobd_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_mso3_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_n2o_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_na1_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_nac_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_nh4_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_ni2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_nmn_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_no_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
EX_no2_e_	[0.04482800387392296, 0.06346506044324268, 0.06693204247513318, 0.06512276324386782, 0.0331075366994615, 0.05263399456467111]
