reaction	linear_coefficient
COtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
COtpp	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
CPPPGO2	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
CRNtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CS	[0.004473449326851571, 0.018340983411820087, 0.02410592418558468, 0.03479725905118326, 0.01781078752505768]
CSNt2pp	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
CSNtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CTPS2	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
CTPS3	[0.20455121838194804, 0.21159357754652094, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
CU1abcpp	[0.20455121838194804, 0.25366879118155194, 0.030886532212983073, 0.3233900551852737, 0.26491943744658364]
CU1Opp	[0.20455121838194804, 0.44293184893052645, 0.5488436544179796, 0.3586250546533772, 0.26491943744658364]
CU2abcpp	[0.03726566873793893, 0.0247982742629441, 0.030886532212983073, 0.2825370468077016, 0.026309353173175766]
CU2tex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CU2tpp	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
Cuabcpp	[0.5109888549476264, 0.44293184893052645, 0.5488436544179796, 0.6181482559687297, 0.6634900687409757]
CUtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CYANtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CYNTtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CYOX	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
CYSabcpp	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
CYSDtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CYSS	[0.002460685514722761, 0.00071024873125643, 0.0011034882010831602, 0.001406118917469499, 0.0008741442405518922]
CYSt1pp	[0.005355446952391162, 0.019163568233619324, 0.02410592418558468, 0.029928317996310422, 0.018687863695148157]
CYSt2pp	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
CYStex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CYTCS	[0.03391860082563483, 0.1701353025278394, 0.17291642489338752, 0.048568583454906465, 0.1834874516545625]
CYTDtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CYTK1	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
CYTK2	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
D_LACtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DAAD	[0.19609308730626065, 0.021987776121796705, 0.1756530877840215, 0.27798501907592693, 0.022199100305048656]
DADK	[0.034845829098638, 0.02117470428781537, 0.02410592418558468, 0.03678516989607218, 0.022199100305048656]
DAGK120	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DAGK140	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DAGK141	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DAGK160	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DAGK180	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DAGK181	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DALAtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DAMPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DAPDC	[0.03324014111368131, 0.02117470428781537, 0.02641761993944775, 0.03647384245839658, 0.022199100305048656]
DAPE	[0.20455121838194804, 0.18941120685200147, 0.17291642489338752, 0.049749805840999875, 0.18013036700352653]
DAPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DASYN120	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DASYN140	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DASYN141	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DASYN160	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DASYN161a	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DASYN180	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DASYN181	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DATPHs	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DB4PS	[0.20455121838194804, 0.25366879118155194, 0.17291642489338752, 0.3586250546533772, 0.26491943744658364]
DBTS	[0.4633835984922203, 0.44293184893052645, 0.5488436544179796, 0.6181482559687297, 0.26491943744658364]
DCAtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DCMPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DCTPD	[0.20455121838194804, 0.21159357754652094, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DDCAtexi	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DDGLCNtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DDPA	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DDPGALA	[0.20455121838194804, 0.18997330648023097, 0.02410592418558468, 0.039579769199756594, 0.023542026636510976]
DGK1	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DGMPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DGSNtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DHAD1	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DHAD2	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DHAPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DHAtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DHDPRy	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.18608843615896875]
DHDPS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DHFR	[0.45940330151542624, 0.2608389888782353, 0.4388822103975045, 0.6181482559687297, 0.26491943744658364]
DHFS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DHNPA2	[0.3622704860874123, 0.4555448161981148, 0.3728092696496972, 0.6181482559687297, 0.2838824291240571]
DHORD2	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DHORTS	[0.23867774189321067, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DHPPDA2	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DHPS2	[0.23031007211245047, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DHPS3	[0.23031007211245047, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DHPTDCs	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DHPTPE	[0.3622704860874123, 0.4555448161981148, 0.3728092696496972, 0.6181482559687297, 0.2838824291240571]
DHQS	[0.03547905816312796, 0.029062005589270145, 0.028819478327504196, 0.0502107706745973, 0.1834874516545625]
DHQTi	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DIMPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DINStex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DLACt2pp	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DM_4HBA	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DM_5DRIB	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DM_AMOB	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DM_BIOMASS	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DM_BV	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DM_HMFURN	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DM_PAP	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DM_UREA	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DMATT	[0.20455121838194804, 0.25366879118155194, 0.17291642489338752, 0.3586250546533772, 0.26491943744658364]
DMPPS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DMQMT	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DMSOtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DMStex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DNMPPA	[0.03391860082563483, 0.02117470428781537, 0.024219555596438517, 0.03923404557455852, 0.022377632410701204]
DNTPPA	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DOPAtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DPCOAK	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DPR	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
DSBDR	[0.0046091412692422775, 0.01669581376822161, 0.005266709407047664, 0.006390301180741701, 0.016253221223000453]
DSERDHr	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3233900551852737, 0.26491943744658364]
DSERtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DTMPK	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
DTMPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DUMPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
DUTPDP	[0.034710137156247295, 0.18997330648023097, 0.024889164601593648, 0.03647384245839658, 0.02907667970984055]
DXPRIi	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
DXPS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
E4PD	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EAR100x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR120x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR121x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR140x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR141x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR160x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR161a	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR161x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR180x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR181x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR40x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR60x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EAR80x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EDA	[0.20455121838194804, 0.18997330648023097, 0.02410592418558468, 0.039579769199756594, 0.023542026636510976]
EDD	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
EDTXS1	[0.003274837169066999, 0.0036989735837936596, 0.005266709407047664, 0.006217439368142666, 0.0017360984077097758]
EDTXS2	[0.003274837169066999, 0.0036989735837936596, 0.005266709407047664, 0.006217439368142666, 0.0017360984077097758]
ENO	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ETHAtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ETHSO3tex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ETOHt2rpp	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
ETOHtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
EX_15dap_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_1p3h5c_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_2ddglcn_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_34dhpac_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_3amp_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_3cmp_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_3hcinnm_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_3hpppn_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_3ump_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_4abut_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_4hoxpacd_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_5dglcn_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_ac_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_acac_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_acgal_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_acgam_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_acgam1p_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_acmana_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_acmum_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_acser_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_ade_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_agm_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_akg_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_ala_B_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_ala_D_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_ala_L_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_alaala_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_all_D_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_alltn_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_amp_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_anhgm_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_arab_L_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_arg_L_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_ascb_L_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_asn_L_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_aso3_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_asp_L_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_but_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_butso3_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_ca2_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cd2_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cgly_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_chol_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cit_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cl_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cmp_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_co_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_co2_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cobalt2_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_colipa_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_crn_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_csn_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cu_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cu2_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cyan_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cynt_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cys_D_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cys_L_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_cytd_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_damp_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dca_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dcmp_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_ddca_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dgmp_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dgsn_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dha_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dhap_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dimp_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_din_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dms_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dmso_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dopa_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dtmp_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_dump_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_e4hglu_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_enlipa_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_etha_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_ethso3_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_etoh_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_f6p_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_fald_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_fe2_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_fe3_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_for_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_fru_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_frulys_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_fruur_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_fuc_L_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_fum_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_g1p_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_g3pc_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_g3pe_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_g3pg_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_g3pi_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_g3ps_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_g6p_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_gal_bD_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_gal_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_gal1p_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_galct_D_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_galctn_D_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
EX_galctn_L_e_	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
